52	1 1 5 5	5.33	99.1%	5.67	1.79
53	12 12 13 13	5.33	98.6%	5.73	1.88
54	3 3 12 12	5.34	98.7%	5.81	2.03
55	8 8 12 12	5.34	98.5%	5.75	1.93
56	1 6 8 12	5.35	97%	5.74	1.98
57	5 6 12 12	5.37	97.1%	5.77	1.82
58	11 12 12 12	5.38	97.7%	5.7	1.86
59	1 3 5 12	5.39	96.4%	5.75	2.08
60	1 9 9 12	5.39	95.5%	5.67	1.76
61	3 8 11 11	5.39	95.9%	5.72	2.08
62	1 1 12 13	5.4	98.7%	5.77	1.84
63	5 5 12 12	5.4	98.6%	5.75	1.73
64	3 4 4 8	5.41	98.2%	5.82	1.94
65	3 8 10 10	5.41	95.7%	5.86	2.25
66	3 8 9 9	5.42	97%	5.79	1.97
67	11 11 11 13	5.42	98.4%	5.97	2.23
68	2 5 5 12	5.43	98.8%	5.84	1.98
69	2 3 3 12	5.44	98.5%	5.89	2.04
70	2 12 13 13	5.44	97.3%	5.82	2.03
71	7 7 11 12	5.44	93.7%	5.73	2.03
72	1 4 10 10	5.46	97.8%	5.86	2.07
73	1 8 9 12	5.47	96.5%	5.81	1.95
74	4 4 12 12	5.47	98.5%	5.88	2.02
75	1 2 5 8	5.48	95.5%	5.89	2.26
76	5 5 11 12	5.48	96.6%	5.84	1.84
77	1 1 3 7	5.5	96.8%	5.81	1.95
78	1 3 4 12	5.5	98.6%	5.91	1.95
79	1 8 8 12	5.5	96.3%	5.85	1.88
80	1 6 7 12	5.51	98.6%	5.92	1.96
81	2 2 4 6	5.51	98.9%	5.89	1.9
82	1 1 1 13	5.53	97.4%	5.85	1.76
83	2 3 3 8	5.54	96.9%	5.91	1.92
84	3 5 5 8	5.54	96.9%	5.95	2.08
85	6 7 12 12	5.54	95.6%	5.91	2.03
86	1 4 7 12	5.55	98.3%	5.95	1.99
87	1 3 10 10	5.56	97.4%	5.85	2
88	8 8 11 13	5.56	97%	6.05	2.25
89	2 3 12 12	5.57	97.4%	5.96	1.99
90	1 1 10 13	5.58	97.9%	6.02	2.17
91	1 3 3 4	5.58	97.5%	5.83	1.79
92	3 7 8 8	5.58	95.9%	5.95	2.01
93	1 1 4 7	5.59	97%	5.92	2.09
94	9 9 11 12	5.59	94%	5.92	2.12
95	2 7 7 8	5.6	96.8%	5.91	1.98
96	5 5 7 7	5.6	97.9%	5.93	1.9
97	7 8 12 12	5.6	96.2%	6.05	2.12
98	4 4 11 13	5.61	97.9%	6.21	2.34
99	1 2 5 12	5.62	95.4%	6.06	2.19
100	1 6 9 12	5.62	95.4%	6.01	2.11
101	4 6 6 6	5.63	98.3%	6	2.07
102	1 2 2 10	5.64	96.6%	6.01	2.11
103	1 7 9 12	5.64	95.9%	6.06	2.24
104	4 5 11 12	5.64	97.5%	6.02	2.07
105	1 1 2 10	5.66	95.6%	5.93	1.81
106	1 6 6 11	5.66	98.3%	6.14	2.25
107	2 2 12 12	5.66	98.7%	6.18	2.26
108	3 3 11 12	5.66	94.8%	6.06	2.16
109	4 5 5 6	5.66	97.3%	6.08	2.1
110	1 7 7 10	5.67	97.8%	6.12	2.17
111	3 7 7 7	5.67	97.5%	6	2.01
112	4 4 11 12	5.67	92%	6.05	2.37
113	4 8 11 11	5.67	95.4%	5.98	1.96
114	1 5 8 8	5.68	95%	6.31	2.69
115	3 3 4 6	5.68	97.7%	6.11	2.1
116	2 8 9 9	5.69	96.3%	6.1	2.09
117	3 6 11 11	5.69	94.3%	5.95	2.03
118	12 12 12 13	5.69	97.4%	6.02	1.96
119	6 6 12 12	5.7	98.4%	6.27	2.34
120	8 9 12 12	5.7	96.2%	6.22	2.22
121	1 2 2 12	5.71	97.7%	6.07	1.99
122	3 8 8 8	5.71	97.5%	6.05	2.12
123	2 2 2 3	5.72	99%	5.98	1.72
124	3 4 4 6	5.73	97.4%	6.07	1.93
125	1 4 4 12	5.75	95.6%	6.26	2.34
126	1 4 6 12	5.75	96.7%	6.18	2.4
127	2 2 3 12	5.75	98%	6.16	2.02
128	7 7 11 13	5.75	97.3%	6.27	2.27
129	1 8 10 12	5.76	95.5%	6.08	2.14
130	3 8 12 13	5.76	96%	6.13	2.18
131	6 6 11 13	5.76	97.8%	6.27	2.24
132	9 9 11 13	5.77	96.7%	6.31	2.42
133	1 5 6 12	5.8	98.5%	6.18	2.09
134	4 6 9 9	5.8	96.3%	6.16	2.22
135	4 8 10 10	5.82	97.5%	6.25	2.11
136	11 13 13 13	5.82	97.8%	6.38	2.42
137	3 4 11 13	5.83	96.3%	6.3	2.34
138	4 6 6 7	5.83	96.4%	6.2	2.09
139	6 6 10 13	5.83	93.9%	6.35	2.66
140	1 3 6 12	5.84	96.8%	6.23	2.17
141	2 4 4 12	5.84	98.5%	6.2	2.12
142	2 4 11 11	5.84	96.1%	6.28	2.3
143	3 6 7 7	5.85	93.4%	6.22	2.33
144	10 11 12 12	5.85	95.9%	6.22	2.03
145	1 6 12 12	5.86	94.6%	6.3	2.43
146	1 11 11 12	5.86	93.5%	6.11	2.19
147	4 6 8 8	5.86	96.8%	6.27	2.2
148	1 4 5 12	5.87	95.7%	6.3	2.3
149	1 4 8 12	5.87	97.4%	6.22	2.17
150	4 5 12 13	5.87	97.6%	6.36	2.13
151	4 6 10 11	5.87	94.5%	6.28	2.38
152	1 3 6 8	5.88	95.4%	6.31	2.52
153	2 10 10 12	5.88	97.1%	6.28	2.32
154	1 2 11 11	5.89	97.3%	6.36	2.39
155	1 3 3 12	5.89	95.3%	6.3	2.3
156	1 12 13 13	5.89	94.3%	6.21	2.15
157	3 6 13 13	5.89	94.7%	6.12	1.94
158	3 8 10 11	5.89	94.5%	6.24	2.35
159	5 6 11 12	5.89	97.2%	6.35	2.24
160	10 10 11 13	5.89	97.6%	6.47	2.36
161	1 1 3 13	5.9	95.1%	6.31	2.11
162	1 6 7 10	5.9	98.6%	6.45	2.22
163	1 7 8 9	5.9	97.1%	6.35	2.27
164	3 6 6 8	5.9	97%	6.33	2.23
165	3 7 10 10	5.9	97.3%	6.3	2.17
166	2 8 10 10	5.91	95.4%	6.25	2.07
167	5 5 5 5	5.91	95.3%	6.33	2.15
168	9 10 12 12	5.91	95.7%	6.2	2
169	2 8 8 12	5.92	97.5%	6.44	2.43
170	1 2 6 6	5.93	97.4%	6.37	2.24
171	4 6 10 10	5.93	96.4%	6.31	2.37
172	1 1 4 4	5.94	94.5%	6.26	2.4
173	1 7 8 10	5.95	97.5%	6.36	2.28
174	4 5 5 5	5.95	97.5%	6.5	2.39
175	1 2 4 4	5.96	97.1%	6.31	2.13
176	1 2 6 12	5.96	96.7%	6.33	2.22
177	1 2 10 12	5.97	97.4%	6.5	2.4
178	1 5 8 12	5.97	98.1%	6.46	2.2
179	1 6 8 9	5.98	98.1%	6.44	2.35
180	2 2 11 13	5.98	98.1%	6.56	2.42
181	1 2 4 8	5.99	96.5%	6.38	2.27
182	1 5 7 11	5.99	98.5%	6.45	2.15
183	1 10 10 12	5.99	92.3%	6.21	2.09
184	3 8 12 12	5.99	96.5%	6.43	2.44
185	3 9 9 9	6	97.7%	6.44	2.16
186	4 8 13 13	6	94.6%	6.24	1.89
187	1 1 3 4	6.02	98.1%	6.37	2.02
188	1 1 6 6	6.03	97.1%	6.43	2.17
189	1 2 6 8	6.03	95.9%	6.36	2.32
190	1 3 9 12	6.03	96.3%	6.44	2.33
191	4 7 12 12	6.03	88.5%	6.47	2.82
192	1 1 9 13	6.04	97.2%	6.52	2.53
193	2 11 12 12	6.04	95.4%	6.45	2.23
194	3 4 12 12	6.04	94.3%	6.49	2.45
195	3 8 11 12	6.04	94.3%	6.51	2.62
196	1 7 8 8	6.05	96.6%	6.57	2.65
197	2 8 13 13	6.05	90.3%	6.36	2.53
198	2 11 11 11	6.05	90%	6.18	2.45
199	3 3 4 8	6.06	96.3%	6.4	2.12
200	2 13 13 13	6.07	91.3%	6.28	2.3
201	5 6 12 13	6.07	97.4%	6.43	2.13
202	2 2 11 12	6.08	92.4%	6.48	2.55
203	4 7 7 8	6.08	93.8%	6.53	2.52
204	3 3 11 13	6.09	96.9%	6.59	2.5
205	10 13 13 13	6.09	93.3%	6.52	2.74
206	1 2 3 10	6.11	98.4%	6.44	2
207	1 4 6 8	6.11	94.6%	6.5	2.5
208	1 10 12 12	6.11	95.8%	6.76	2.92
209	4 4 10 13	6.11	93.6%	6.63	2.74
210	5 5 11 13	6.11	96.1%	6.7	2.49
211	5 5 12 13	6.12	95.6%	6.58	2.12
212	1 7 7 12	6.13	88.9%	6.26	2.32
213	1 4 7 8	6.14	96.6%	6.62	2.69
214	1 5 7 13	6.14	97.8%	6.51	2.09
215	2 3 11 12	6.14	94.7%	6.71	2.74
216	3 3 3 6	6.14	97.8%	6.65	2.53
217	7 7 12 13	6.14	94.1%	6.58	2.32
218	10 10 11 12	6.14	93.5%	6.51	2.29
219	1 5 5 12	6.15	90.6%	6.33	2.31
220	1 2 13 13	6.16	97.2%	6.88	2.67
221	1 4 8 8	6.17	96.5%	6.65	2.46
222	2 2 4 5	6.17	98.2%	6.54	2.09
223	3 3 3 12	6.17	96.8%	6.61	2.45
224	8 8 11 12	6.17	90.5%	6.49	2.63
225	1 2 3 8	6.18	97%	6.58	2.36
226	1 2 3 12	6.19	96.4%	6.73	2.49
227	5 5 5 6	6.19	96.1%	6.65	2.34
228	11 12 13 13	6.19	95.1%	6.63	2.4
229	1 1 5 7	6.2	96.4%	6.54	2.09
230	1 8 10 13	6.2	94.8%	6.55	2.42
231	1 2 2 8	6.21	93.3%	6.61	2.61
232	3 11 11 12	6.21	91.5%	6.43	2.16
233	1 3 11 11	6.22	97.3%	6.65	2.43
234	1 3 8 9	6.23	92.2%	6.75	3.13
235	1 4 4 5	6.23	97%	6.8	2.67
236	2 2 2 8	6.23	96.4%	6.81	2.71
237	4 6 12 13	6.23	93.7%	6.78	2.88
238	7 9 11 11	6.23	95.7%	6.72	2.62
239	4 4 5 6	6.24	95.8%	6.55	2.24
240	1 5 8 9	6.25	94%	6.71	2.6
241	1 4 12 12	6.26	91%	6.49	2.45
242	1 5 10 10	6.26	97.3%	6.63	2.32
243	2 7 8 12	6.26	95%	6.7	2.56
244	6 7 11 12	6.26	96.8%	6.82	2.59
245	1 8 8 9	6.27	96.3%	6.82	2.68
246	2 12 12 13	6.27	95.7%	6.65	2.36
247	4 8 9 9	6.27	90.7%	6.44	2.24
248	8 8 8 10	6.27	90.6%	6.64	2.88
249	1 2 10 11	6.29	97.6%	6.64	2.37
250	2 8 11 11	6.29	88.8%	6.53	2.78
251	9 9 12 13	6.29	94.2%	6.65	2.23
252	1 5 7 8	6.31	94.8%	6.67	2.39
253	4 5 13 13	6.31	87.9%	6.57	2.75
254	1 2 8 8	6.32	96%	6.9	2.71
255	2 11 13 13	6.33	94.2%	6.83	2.49
256	3 6 7 8	6.33	97.8%	6.72	2.27
257	1 2 12 12	6.35	95.8%	6.67	2.19
258	1 3 6 6	6.35	97.2%	6.82	2.56
259	1 6 7 11	6.35	97.4%	6.97	2.88
260	2 8 10 11	6.35	94.8%	6.84	2.62
261	2 12 12 12	6.35	98.4%	6.72	2.45
262	10 10 10 13	6.35	93.1%	6.81	2.98
263	1 3 3 7	6.37	96%	7.23	3.33
264	1 6 9 9	6.37	97.5%	6.8	2.49
265	1 7 8 12	6.37	95.6%	6.92	2.65
266	4 4 4 4	6.37	97.7%	6.98	2.91
267	4 5 9 9	6.37	88.3%	6.6	2.69
268	1 6 6 13	6.38	97.2%	6.76	2.43
269	2 5 6 12	6.38	95%	6.76	2.5
270	3 6 10 11	6.38	95.7%	7	2.84
271	2 6 6 12	6.4	97.7%	6.94	2.55
272	3 7 9 9	6.4	91.2%	6.82	2.73
273	1 4 4 7	6.41	96%	7.16	3.16
274	1 3 5 8	6.42	95.2%	7.02	2.81
275	2 3 11 13	6.42	92%	6.86	2.74
276	3 12 13 13	6.43	91.2%	6.61	2.28
277	6 6 11 12	6.43	89%	6.76	2.97
278	1 1 3 11	6.44	94.2%	6.68	1.95
279	1 3 3 5	6.44	95.1%	6.7	2.45
280	1 9 12 12	6.45	92.6%	6.81	2.81
281	1 4 6 13	6.46	97.5%	6.9	2.36
282	6 10 10 10	6.46	95.7%	6.72	2.3
283	1 4 7 13	6.47	96.6%	7.14	2.93
284	2 2 2 11	6.47	92.2%	6.73	2.59
285	3 4 5 8	6.47	96.1%	6.92	2.61
286	3 7 11 11	6.47	88%	6.72	2.99
287	4 5 6 6	6.47	95.3%	6.8	2.34
288	12 13 13 13	6.47	94.5%	6.84	2.45
289	1 2 4 6	6.48	95.8%	6.87	2.53
290	4 6 7 8	6.48	95.8%	6.9	2.45
291	1 5 8 10	6.49	96.4%	7.06	2.54
292	1 5 10 12	6.49	92.1%	6.92	3.05
293	2 8 8 13	6.5	93%	6.89	2.53
294	3 7 13 13	6.5	87.3%	6.61	2.71
295	7 8 11 12	6.5	96.3%	6.99	2.61
296	1 2 5 6	6.51	94.6%	7.04	2.73
297	1 7 7 11	6.51	96.8%	7.08	2.58
298	2 4 5 12	6.51	94.6%	6.95	2.86
299	2 10 11 12	6.51	96%	6.82	2.39
300	3 9 9 12	6.51	94.9%	6.88	2.55
301	10 11 11 13	6.51	94.7%	6.9	2.61
302	1 3 3 9	6.52	96.8%	7.1	2.83
303	1 6 8 10	6.52	97.1%	6.94	2.4
304	3 5 11 11	6.52	94.6%	7.03	2.96
305	4 6 12 12	6.52	96.8%	6.97	2.39
306	5 6 6 7	6.52	97.9%	7.03	2.44
307	1 3 13 13	6.53	96.9%	7.04	2.57
308	1 9 11 12	6.54	93.7%	7	2.96
309	4 6 11 12	6.54	93%	6.94	2.89
310	2 2 8 12	6.55	98%	7	2.26
311	3 8 9 10	6.56	96.2%	6.91	2.45
312	3 10 10 12	6.56	94.2%	6.89	2.32
313	1 10 11 12	6.57	94.6%	6.94	2.5
314	3 3 3 3	6.57	96.2%	7.34	3.33
315	4 4 12 13	6.57	92.1%	6.92	2.47
316	1 2 10 13	6.58	97%	7.08	2.71
317	2 3 4 6	6.58	97.7%	6.99	2.29
318	2 8 9 12	6.59	94.9%	6.97	2.69
319	2 5 6 11	6.6	96.4%	7.03	2.54
320	3 4 10 13	6.6	96.5%	7.09	2.79
321	5 6 7 7	6.6	87.8%	6.76	2.66
322	1 2 3 6	6.62	97.1%	7.04	2.43
323	1 2 5 5	6.62	95.1%	7.12	2.86
324	6 7 12 13	6.62	95.4%	7.1	2.68
325	1 4 8 13	6.63	97.4%	7.02	2.41
326	2 2 5 5	6.63	93.2%	7.02	2.44
327	3 6 6 7	6.63	93.6%	7.07	2.67
328	3 7 7 12	6.63	89.9%	6.77	2.55
329	1 1 6 12	6.64	91.1%	7.28	3.3
330	2 2 2 13	6.64	93.5%	7.04	2.69
331	5 7 10 12	6.64	96.8%	7.07	2.41
332	1 5 6 6	6.65	93.6%	7.34	3.36
333	1 12 12 12	6.65	93.6%	6.87	2.59
334	1 1 2 7	6.66	95.4%	6.92	2.07
335	1 3 3 3	6.66	95.6%	7.06	2.54
336	4 4 5 5	6.66	93.2%	7.08	2.51
337	4 5 11 11	6.66	87.3%	7.11	3.53
338	6 8 10 12	6.68	97.3%	7.22	2.77
339	9 9 10 13	6.68	91.1%	6.85	2.63
340	1 2 5 7	6.69	95.1%	7.05	2.65
341	1 6 6 10	6.7	93.8%	7.05	3.02
342	3 3 12 13	6.71	93.4%	7.16	2.62
343	7 7 10 13	6.71	89.6%	7.02	3.11
344	4 5 7 7	6.72	91.2%	7.28	3.37
345	5 6 13 13	6.72	87.1%	6.83	2.62
346	2 2 2 4	6.73	95.9%	7.06	2.45
347	2 3 12 13	6.74	95.9%	7.22	2.61
348	2 4 4 8	6.74	96.4%	7.18	2.67
349	2 11 11 13	6.74	94.9%	7.27	2.86
350	4 7 7 7	6.75	89%	6.97	2.98
351	4 7 13 13	6.75	87.9%	7.01	2.91
352	4 8 8 8	6.75	94.6%	7.09	2.71
353	1 2 11 13	6.76	93.8%	7.41	3.11
354	3 3 5 6	6.76	96.1%	7.36	2.69
355	3 4 5 7	6.76	96.7%	7.24	2.63
356	2 6 6 8	6.77	95.5%	7.38	2.97
357	5 7 11 11	6.77	96%	7.2	2.66
358	8 9 11 12	6.77	95.4%	7.42	3
359	11 12 12 13	6.77	96.9%	7.37	2.68
360	1 3 4 4	6.78	93.2%	7.09	3.02
361	2 4 13 13	6.78	95.6%	7.27	2.72
362	2 5 5 8	6.78	88.3%	6.99	3.02
363	7 9 13 13	6.78	96.3%	7.34	2.74
364	1 1 2 9	6.79	94.7%	7.07	2.3
365	1 9 10 12	6.79	93.8%	7.1	2.69
366	1 3 10 11	6.8	96.6%	7.44	3.06
367	4 4 4 8	6.8	96.4%	7.37	2.81
368	6 8 11 11	6.8	94.1%	7.35	3.03
369	9 11 11 11	6.8	95.3%	7.18	2.76
370	1 6 8 11	6.81	97.7%	7.27	2.46
371	6 9 12 12	6.81	89.1%	7.35	3.61
372	1 1 3 5	6.82	95.2%	7.15	2.3
373	3 3 3 10	6.82	94.3%	7.38	3.18
374	8 9 10 13	6.82	95.8%	7.3	2.61
375	2 5 12 12	6.83	83.4%	7.27	4.04
376	3 3 3 7	6.83	92.4%	7.28	3.12
377	5 5 10 10	6.83	87.2%	7.13	3.01
378	5 6 11 11	6.84	87.5%	7.1	3.08
379	1 1 4 9	6.85	93.4%	7.03	2.3
380	2 8 12 12	6.85	95%	7.23	2.62
381	4 5 10 10	6.85	91.1%	7.19	3.02
382	4 6 9 10	6.85	93.5%	7.37	3.21
383	4 7 10 11	6.85	97%	7.37	2.72
384	7 8 12 13	6.85	96.4%	7.33	2.63
385	1 3 6 7	6.86	96%	7.27	2.8
386	8 9 12 13	6.86	96.1%	7.34	2.67
387	9 10 11 12	6.86	96.1%	7.37	2.75
388	1 2 7 10	6.87	91%	7.64	3.97
389	1 11 12 12	6.87	94.1%	7.39	3.09
390	2 4 5 8	6.87	94.9%	7.26	2.73
391	2 5 5 13	6.87	92.2%	7.28	2.71
392	4 7 8 8	6.87	94.3%	7.28	2.5
393	1 8 8 11	6.88	93.5%	7.34	3.43
394	6 8 8 8	6.88	88.2%	7.26	3.32
395	1 2 2 11	6.89	97%	7.41	2.92
396	8 8 10 13	6.89	90.5%	7.31	3.05
397	9 12 12 12	6.89	82.6%	6.93	3.55
398	1 7 8 11	6.9	92.5%	7.3	3.03
399	1 2 6 7	6.91	95.1%	7.3	2.54
400	2 6 7 13	6.91	96.6%	7.32	2.67
401	2 6 10 12	6.91	95%	7.38	2.79
402	1 2 11 12	6.92	97%	7.63	3.22
403	2 9 9 11	6.92	87.2%	6.91	2.64
404	3 6 6 12	6.92	95.4%	7.56	2.81
405	5 5 13 13	6.92	85.7%	7.1	2.96
406	8 8 9 11	6.92	89.8%	7.47	3.63
407	1 2 4 10	6.93	96.2%	7.49	3.12
408	2 2 10 13	6.93	90%	7.18	3
409	4 4 4 12	6.93	96.5%	7.41	2.92
410	1 1 8 8	6.94	89.6%	7.38	3.67
411	1 8 8 10	6.94	92.5%	7.28	2.95
412	3 8 8 9	6.94	95.6%	7.26	2.5
413	5 5 11 11	6.94	86.3%	7.19	3.14
414	1 7 7 9	6.95	96.3%	7.33	2.8
415	5 5 6 6	6.95	93.2%	7.42	2.74
416	5 5 10 13	6.95	89.9%	7.32	3.27
417	8 8 12 13	6.95	92.1%	7.28	2.6
418	1 6 8 8	6.96	93%	7.26	2.88
419	2 2 12 13	6.96	92.2%	7.22	2.59
420	11 11 12 13	6.96	94.9%	7.38	2.48
421	6 7 10 13	6.97	96.5%	7.48	2.75
422	2 3 5 5	6.98	96.3%	7.5	2.88
423	3 5 5 6	6.98	89.3%	7.26	3.09
424	3 6 9 9	6.98	93.9%	7.57	3.24
425	1 3 7 13	6.99	96.7%	7.37	2.62
426	4 8 11 12	6.99	93%	7.56	3.12
427	5 6 9 9	6.99	90.8%	7.27	2.75
428	1 3 5 13	7	94.3%	7.41	2.73
429	2 9 9 13	7	88.8%	7.05	2.47
430	3 7 12 13	7	93.9%	7.47	3.02
431	8 10 11 11	7	94.8%	7.4	2.74
432	2 3 3 13	7.02	94%	7.56	2.91
433	3 3 4 4	7.02	94.4%	7.38	2.64
434	1 7 10 12	7.03	92.8%	7.44	2.95
435	2 6 7 12	7.03	92%	7.16	2.9
436	2 6 10 10	7.04	95.7%	7.52	2.93
437	7 8 8 9	7.04	87%	7.45	3.67
438	10 10 12 13	7.04	92.3%	7.39	2.6
439	1 2 3 5	7.05	95.5%	7.36	2.37
440	1 10 12 13	7.05	94.2%	7.39	2.8
441	1 3 7 8	7.06	89.4%	7.32	3.43
442	1 3 10 12	7.06	96.4%	7.54	2.76
443	2 2 7 13	7.06	96.2%	7.54	2.9
444	2 5 9 12	7.06	95.5%	7.5	2.84
445	1 3 9 11	7.07	95.1%	7.6	3.11
446	4 7 12 13	7.07	92.4%	7.7	3.41
447	6 6 6 11	7.07	88.8%	7.34	3.36
448	1 2 2 13	7.08	96.4%	7.61	3.1
449	1 5 6 9	7.08	92%	7.5	3.41
450	3 4 11 12	7.08	95.1%	7.72	3.35
451	4 6 6 8	7.08	97.3%	7.56	2.58
452	2 8 8 8	7.09	93.8%	7.64	3.26
453	3 7 11 12	7.09	90.6%	7.59	3.4
454	1 3 4 11	7.11	96%	7.62	2.9
455	1 5 9 9	7.11	94.3%	7.64	3.14
456	1 12 12 13	7.11	94.1%	7.62	3.07
457	2 9 10 12	7.11	93.9%	7.42	2.8
458	3 5 13 13	7.13	94.4%	7.64	3.04
459	3 6 11 12	7.13	93.4%	7.64	3.12
460	3 8 8 12	7.13	91.6%	7.59	3.07
461	6 6 12 13	7.13	90.4%	7.52	3.02
462	5 9 10 10	7.14	92.8%	7.53	3.03
463	2 6 7 9	7.15	96.2%	7.71	2.99
464	2 7 7 13	7.15	86%	7.22	2.95
465	3 4 5 12	7.15	97%	7.56	2.64
466	5 6 11 13	7.15	91.8%	7.7	3.32
467	4 5 11 13	7.16	90.3%	7.58	3.29
468	5 8 8 10	7.16	91.5%	7.68	3.32
469	2 7 8 13	7.17	94.1%	7.75	3.06
470	3 4 8 10	7.17	93.4%	7.59	3.17
471	3 7 7 9	7.17	86.9%	7.22	2.94
472	3 9 10 11	7.17	93.1%	7.57	2.93
473	4 8 10 12	7.17	95.8%	7.69	2.86
474	1 3 4 5	7.18	97.6%	7.66	2.5
475	1 6 6 9	7.18	90.4%	7.65	3.25
476	5 5 7 8	7.19	92.5%	7.63	2.88
477	7 9 10 12	7.19	94.1%	7.71	3.14
478	1 7 9 13	7.2	93.8%	7.45	2.49
479	1 8 11 12	7.2	91.6%	7.69	3.39
480	4 7 11 11	7.2	86.5%	7.31	3.3
481	1 8 9 11	7.21	92.8%	7.53	3.06
482	2 4 10 12	7.21	96.6%	7.88	3.12
483	5 10 11 11	7.21	90.5%	7.45	2.76
484	10 12 12 13	7.21	90.2%	7.72	3.57
485	1 6 8 13	7.22	94.3%	7.66	2.8
486	3 3 4 5	7.22	94.1%	7.72	3.18
487	5 5 9 9	7.22	85.5%	7.5	3.29
488	10 11 11 12	7.23	96.8%	7.73	2.75
489	1 1 6 8	7.24	94.8%	7.57	2.54
490	3 3 9 9	7.24	95.8%	7.62	2.73
491	4 5 5 8	7.24	88.2%	7.4	2.92
492	7 10 12 12	7.24	84.9%	7.51	3.65
493	2 5 6 8	7.26	95.6%	7.85	2.99
494	3 5 5 12	7.26	89.1%	7.59	3.29
495	5 8 12 12	7.26	76%	6.73	3.47
496	1 11 12 13	7.27	93.9%	7.75	3.22
497	2 2 3 9	7.27	94.5%	7.72	2.9
498	3 6 6 6	7.27	94.5%	7.69	3.13
499	6 8 13 13	7.27	93.3%	7.75	3.03
500	1 8 9 13	7.28	91.5%	7.78	3.49
501	2 3 3 11	7.29	89.3%	7.5	3.19
502	4 4 4 7	7.29	91.3%	7.7	3.28
503	7 10 10 11	7.29	93.5%	7.61	2.94
504	5 5 10 11	7.3	87.8%	7.68	3.43
505	5 6 8 8	7.3	92.1%	7.64	2.91
506	3 5 10 12	7.31	94.9%	7.92	3.13
507	2 3 7 12	7.32	94.8%	7.78	3.03
508	3 5 6 8	7.32	93.4%	7.76	3.13
509	3 9 11 11	7.32	86%	7.44	3.21
510	3 9 13 13	7.32	86.5%	7.54	3.28
511	8 8 8 12	7.32	88.5%	7.7	3.85
512	6 6 6 9	7.33	89.4%	7.87	3.84
513	3 6 8 8	7.34	92.8%	7.71	2.97
514	4 4 5 8	7.34	96%	7.69	2.56
515	1 4 4 4	7.35	95.7%	7.81	2.84
516	2 4 8 10	7.36	97.7%	7.84	2.57
517	2 6 6 13	7.38	85.2%	7.47	3.1
518	2 6 9 11	7.38	95.5%	7.87	3.1
519	2 10 10 11	7.38	85.3%	7.23	2.88
520	4 8 12 13	7.38	92%	8.04	3.6
521	1 5 5 6	7.39	94.9%	7.9	3.04
522	2 2 4 7	7.39	95.3%	8.04	3.11
523	2 6 6 6	7.39	96%	7.94	3
524	5 7 13 13	7.39	94.2%	7.82	3.18
